"site_name","site_id","device_name","device_id","phase_name","phase_id","start_time","end_time","alarm_info"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-26 17:00:00","2024-05-26 19:30:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-14 00:20:00","2024-05-14 01:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-10 12:40:00","2024-05-10 14:10:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-13 21:20:00","2024-04-13 21:40:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-16 00:00:00","2024-03-16 01:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-15 23:10:00","2024-03-15 23:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-08-11 18:40:00","2024-08-11 21:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-08-09 14:30:00","2024-08-09 20:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-11 06:30:00","2024-06-11 09:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-30 12:10:00","2024-05-30 20:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-29 01:50:00","2024-05-29 04:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-26 02:00:00","2024-05-26 03:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-14 00:00:00","2024-05-14 01:40:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-10 11:50:00","2024-05-10 20:20:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-14 00:30:00","2024-04-14 02:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-27 20:10:00","2024-03-27 21:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-16 00:00:00","2024-03-16 02:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-15 00:00:00","2024-03-15 23:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-14 22:50:00","2024-03-14 23:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#068","1a67a9524b000000","魁通沟Ⅰ期","1a650d6564800000","2024-02-17 18:20:00","2024-02-17 19:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#82","BLdOAbhF","昆头岭Ⅲ期","VNyTeDEw","2024-01-21 05:10:00","2024-01-21 22:50:00","发电机驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#82","BLdOAbhF","昆头岭Ⅲ期","VNyTeDEw","2024-05-23 00:00:00","2024-05-23 02:00:00","发电机驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#82","BLdOAbhF","昆头岭Ⅲ期","VNyTeDEw","2024-05-22 00:00:00","2024-05-22 23:50:00","发电机驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#82","BLdOAbhF","昆头岭Ⅲ期","VNyTeDEw","2024-05-21 20:00:00","2024-05-21 23:50:00","发电机驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#82","BLdOAbhF","昆头岭Ⅲ期","VNyTeDEw","2024-05-18 01:10:00","2024-05-18 17:30:00","发电机驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#82","BLdOAbhF","昆头岭Ⅲ期","VNyTeDEw","2024-01-22 01:40:00","2024-01-22 22:20:00","发电机驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#029","1a67a95208002000","魁通沟Ⅰ期","1a650d6564800000","2024-05-13 20:00:00","2024-05-13 23:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#029","1a67a95208002000","魁通沟Ⅰ期","1a650d6564800000","2024-07-22 02:20:00","2024-07-22 03:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#029","1a67a95208002000","魁通沟Ⅰ期","1a650d6564800000","2024-05-13 21:40:00","2024-05-13 23:50:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A19","jWjRUYZZ","望海风电场","3Vymz9CG","2024-06-13 19:50:00","2024-06-13 21:40:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A19","jWjRUYZZ","望海风电场","3Vymz9CG","2024-07-06 00:00:00","2024-07-06 02:20:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A19","jWjRUYZZ","望海风电场","3Vymz9CG","2024-07-05 22:40:00","2024-07-05 23:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#007","1a67a951e3000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 16:40:00","2024-04-25 19:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#061","1a67a9523f802000","魁通沟Ⅰ期","1a650d6564800000","2024-06-10 07:10:00","2024-06-10 09:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#061","1a67a9523f802000","魁通沟Ⅰ期","1a650d6564800000","2024-09-04 12:30:00","2024-09-04 13:20:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#061","1a67a9523f802000","魁通沟Ⅰ期","1a650d6564800000","2024-09-03 20:30:00","2024-09-03 21:30:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#061","1a67a9523f802000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 17:40:00","2024-04-25 18:10:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#061","1a67a9523f802000","魁通沟Ⅰ期","1a650d6564800000","2024-09-04 12:30:00","2024-09-04 13:30:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#061","1a67a9523f802000","魁通沟Ⅰ期","1a650d6564800000","2024-09-03 20:20:00","2024-09-03 21:40:00","发电机非驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-13 10:50:00","2024-06-13 11:30:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-14 00:00:00","2024-07-14 04:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-13 00:00:00","2024-07-13 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-12 00:00:00","2024-07-12 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-11 17:20:00","2024-07-11 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-09 00:00:00","2024-07-09 22:40:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-08 10:40:00","2024-07-08 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-05 18:20:00","2024-07-05 22:40:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-03 08:00:00","2024-07-03 18:40:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-02 02:10:00","2024-07-02 08:40:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-01 15:40:00","2024-07-01 18:20:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-28 00:00:00","2024-06-28 10:30:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-27 00:00:00","2024-06-27 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-26 11:30:00","2024-06-26 23:20:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-23 00:00:00","2024-06-23 22:20:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-22 00:00:00","2024-06-22 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-21 16:50:00","2024-06-21 23:40:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-19 00:00:00","2024-06-19 23:10:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-18 00:00:00","2024-06-18 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-17 20:40:00","2024-06-17 23:50:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-14 03:50:00","2024-06-14 23:40:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-13 01:20:00","2024-06-13 20:10:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-12 12:50:00","2024-06-12 23:40:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-11 15:00:00","2024-06-11 21:20:00","发电机驱动端轴承温升异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-14 00:00:00","2024-07-14 02:40:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-13 17:00:00","2024-07-13 23:50:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-12 00:00:00","2024-07-12 17:30:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-11 17:40:00","2024-07-11 23:50:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-09 20:20:00","2024-07-09 20:50:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-08 11:50:00","2024-07-08 14:40:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-07-02 04:00:00","2024-07-02 06:10:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-27 22:10:00","2024-06-27 23:50:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-26 16:00:00","2024-06-26 22:30:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-19 19:30:00","2024-06-19 23:00:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-18 17:30:00","2024-06-18 20:00:00","发电机驱动端轴承温度异常"
"英图风电场","xoyzYv2u","#139","q0zqoA8G","英图Ⅲ期","ufPXJ9G7","2024-06-14 14:10:00","2024-06-14 19:10:00","发电机驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#019","1a67a951f6800000","魁通沟Ⅰ期","1a650d6564800000","2024-08-30 04:40:00","2024-08-30 05:40:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#074","1a67a95255000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 17:10:00","2024-04-25 18:40:00","发电机驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#074","1a67a95255000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-18 18:30:00","2024-05-18 19:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#074","1a67a95255000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 17:00:00","2024-04-25 19:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#074","1a67a95255000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-18 17:40:00","2024-05-18 19:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#074","1a67a95255000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-24 17:40:00","2024-04-24 19:10:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A03","zLYEioUq","望海风电场","3Vymz9CG","2024-08-27 11:20:00","2024-08-27 21:10:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A03","zLYEioUq","望海风电场","3Vymz9CG","2024-07-06 00:40:00","2024-07-06 03:10:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A03","zLYEioUq","望海风电场","3Vymz9CG","2024-07-04 10:50:00","2024-07-04 13:00:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A03","zLYEioUq","望海风电场","3Vymz9CG","2024-07-02 05:50:00","2024-07-02 15:40:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A03","zLYEioUq","望海风电场","3Vymz9CG","2024-05-15 04:30:00","2024-05-15 06:10:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A03","zLYEioUq","望海风电场","3Vymz9CG","2024-03-28 20:20:00","2024-03-28 23:10:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A03","zLYEioUq","望海风电场","3Vymz9CG","2024-03-23 13:40:00","2024-03-23 15:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#005","1a67a951e0002000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 15:50:00","2024-04-25 18:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#005","1a67a951e0002000","魁通沟Ⅰ期","1a650d6564800000","2024-07-22 01:20:00","2024-07-22 02:40:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#049","1a67a9522a802000","魁通沟Ⅰ期","1a650d6564800000","2024-06-11 05:40:00","2024-06-11 07:30:00","发电机驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#049","1a67a9522a802000","魁通沟Ⅰ期","1a650d6564800000","2024-06-11 05:20:00","2024-06-11 07:40:00","发电机驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#065","1a67a95246002000","魁通沟Ⅰ期","1a650d6564800000","2024-05-22 09:10:00","2024-05-22 10:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#065","1a67a95246002000","魁通沟Ⅰ期","1a650d6564800000","2024-05-30 13:40:00","2024-05-30 14:20:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#065","1a67a95246002000","魁通沟Ⅰ期","1a650d6564800000","2024-06-10 07:50:00","2024-06-10 09:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#010","1a67a951e8002000","魁通沟Ⅰ期","1a650d6564800000","2024-07-22 03:20:00","2024-07-22 04:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#026","1a67a95202000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-13 21:10:00","2024-05-13 23:30:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#026","1a67a95202000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-23 03:40:00","2024-05-23 05:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#026","1a67a95202000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-13 22:10:00","2024-05-13 23:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#026","1a67a95202000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 16:50:00","2024-04-25 18:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#026","1a67a95202000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-18 01:40:00","2024-05-18 03:00:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A15","4iw9wj1G","望海风电场","3Vymz9CG","2024-07-05 22:00:00","2024-07-05 22:50:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A15","4iw9wj1G","望海风电场","3Vymz9CG","2024-07-06 00:40:00","2024-07-06 02:00:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#88","LUxEU3EJ","昆头岭Ⅲ期","VNyTeDEw","2024-07-23 13:00:00","2024-07-23 14:50:00","发电机驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#77","RCIO2NvE","昆头岭Ⅲ期","VNyTeDEw","2024-01-21 01:40:00","2024-01-21 15:10:00","发电机驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-08-09 16:30:00","2024-08-09 20:20:00","发电机非驱动端轴承温度异常"
