"site_name","site_id","device_name","device_id","phase_name","phase_id","start_time","end_time","alarm_info"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-07-16 13:30:00","2024-07-16 14:10:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-11 05:00:00","2024-06-11 07:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-30 08:30:00","2024-05-30 20:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-26 14:30:00","2024-05-26 22:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-23 03:50:00","2024-05-23 05:20:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-14 00:00:00","2024-05-14 01:10:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-13 22:00:00","2024-05-13 23:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-10 12:50:00","2024-05-10 18:10:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 13:00:00","2024-04-25 16:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-14 00:00:00","2024-04-14 02:40:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-13 21:20:00","2024-04-13 23:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-08-30 03:30:00","2024-08-30 05:40:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-08-11 19:30:00","2024-08-11 22:40:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-08-09 14:20:00","2024-08-09 21:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-07-16 12:20:00","2024-07-16 15:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-14 12:10:00","2024-06-14 15:40:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-11 04:20:00","2024-06-11 06:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-10 07:30:00","2024-06-10 09:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-01 12:10:00","2024-06-01 15:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-31 06:40:00","2024-05-31 18:40:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-30 06:10:00","2024-05-30 20:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-26 00:50:00","2024-05-26 22:30:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-14 00:00:00","2024-05-14 02:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-13 21:00:00","2024-05-13 23:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-11 00:20:00","2024-05-11 20:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-10 12:50:00","2024-05-10 21:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-17 17:40:00","2024-04-17 18:40:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-15 19:20:00","2024-04-15 23:20:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-14 00:00:00","2024-04-14 03:30:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-13 21:20:00","2024-04-13 23:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-12 13:10:00","2024-04-12 14:30:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-06 16:10:00","2024-04-06 19:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-01 17:30:00","2024-04-01 20:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-15 00:00:00","2024-03-15 21:10:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#034","1a67a95210000000","魁通沟Ⅰ期","1a650d6564800000","2024-03-14 16:50:00","2024-03-14 23:50:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A06","KDWDGudm","望海风电场","3Vymz9CG","2024-07-06 00:00:00","2024-07-06 01:20:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A06","KDWDGudm","望海风电场","3Vymz9CG","2024-07-05 21:50:00","2024-07-05 23:50:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A06","KDWDGudm","望海风电场","3Vymz9CG","2024-06-23 15:30:00","2024-06-23 15:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-14 00:00:00","2024-05-14 01:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-23 03:30:00","2024-05-23 05:00:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-14 00:00:00","2024-05-14 00:40:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-04-25 16:10:00","2024-04-25 18:50:00","发电机非驱动端轴承温度异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-07-27 00:00:00","2024-07-27 00:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-27 19:10:00","2024-06-27 20:00:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-06-10 04:20:00","2024-06-10 10:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-22 08:40:00","2024-05-22 09:50:00","发电机非驱动端轴承温升异常"
"魁通沟风电场","1a650d6562800000","#045","1a67a95224000000","魁通沟Ⅰ期","1a650d6564800000","2024-05-21 00:00:00","2024-05-21 22:00:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A04","1YA4YkcF","望海风电场","3Vymz9CG","2024-07-05 23:00:00","2024-07-05 23:50:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A04","1YA4YkcF","望海风电场","3Vymz9CG","2024-07-16 15:10:00","2024-07-16 16:00:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A04","1YA4YkcF","望海风电场","3Vymz9CG","2024-07-06 00:00:00","2024-07-06 03:20:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-15 00:00:00","2024-02-15 01:40:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-14 23:10:00","2024-02-14 23:50:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-13 01:20:00","2024-02-13 04:10:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-08-09 20:30:00","2024-08-09 22:30:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-19 05:00:00","2024-02-19 16:40:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-17 00:10:00","2024-02-17 23:50:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-15 00:00:00","2024-02-15 03:50:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-14 21:00:00","2024-02-14 23:50:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A12","Sk8z2nMf","望海风电场","3Vymz9CG","2024-02-13 00:30:00","2024-02-13 04:30:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A17","RfliDEDI","望海风电场","3Vymz9CG","2024-08-27 12:20:00","2024-08-27 18:10:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A17","RfliDEDI","望海风电场","3Vymz9CG","2024-08-26 21:30:00","2024-08-26 22:50:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A17","RfliDEDI","望海风电场","3Vymz9CG","2024-07-27 06:20:00","2024-07-27 14:50:00","发电机非驱动端轴承温度异常"
"望海风电场","HwQOuWzt","A17","RfliDEDI","望海风电场","3Vymz9CG","2024-09-02 01:50:00","2024-09-02 18:20:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A17","RfliDEDI","望海风电场","3Vymz9CG","2024-08-26 16:40:00","2024-08-26 22:40:00","发电机非驱动端轴承温升异常"
"望海风电场","HwQOuWzt","A17","RfliDEDI","望海风电场","3Vymz9CG","2024-07-23 06:40:00","2024-07-23 07:40:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-15 00:00:00","2024-06-15 11:00:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-14 00:30:00","2024-06-14 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-13 00:00:00","2024-06-13 20:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-12 00:00:00","2024-06-12 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-11 00:00:00","2024-06-11 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-10 00:00:00","2024-06-10 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-09 21:10:00","2024-06-09 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-25 00:10:00","2024-05-25 18:00:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-24 00:00:00","2024-05-24 23:40:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-23 00:00:00","2024-05-23 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-22 00:00:00","2024-05-22 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-21 00:10:00","2024-05-21 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-20 17:30:00","2024-05-20 23:10:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-19 00:00:00","2024-05-19 21:10:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-18 00:00:00","2024-05-18 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-17 00:00:00","2024-05-17 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-16 06:10:00","2024-05-16 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-14 00:00:00","2024-05-14 16:00:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-13 00:00:00","2024-05-13 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-12 00:00:00","2024-05-12 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-11 20:20:00","2024-05-11 23:40:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-10 00:00:00","2024-05-10 15:10:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-09 05:30:00","2024-05-09 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-08 02:20:00","2024-05-08 22:40:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-06 05:00:00","2024-05-06 23:20:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-02 00:00:00","2024-05-02 08:10:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-05-01 00:00:00","2024-05-01 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-30 00:20:00","2024-04-30 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-29 21:40:00","2024-04-29 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-28 10:00:00","2024-04-28 10:30:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-27 00:00:00","2024-04-27 00:20:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-26 07:30:00","2024-04-26 23:30:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-25 02:00:00","2024-04-25 19:20:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-24 01:30:00","2024-04-24 23:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-23 16:50:00","2024-04-23 18:50:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-22 14:30:00","2024-04-22 16:20:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-21 00:40:00","2024-04-21 22:20:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-20 00:00:00","2024-04-20 00:30:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-04-19 15:10:00","2024-04-19 23:30:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-03-22 10:50:00","2024-03-22 19:40:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-03-21 13:00:00","2024-03-21 19:30:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-03-15 17:00:00","2024-03-15 22:10:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-03-14 12:30:00","2024-03-14 15:40:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-03-10 18:20:00","2024-03-10 21:00:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-02-17 04:30:00","2024-02-17 15:40:00","发电机非驱动端轴承温度异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-11 00:00:00","2024-08-11 20:20:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-10 11:30:00","2024-08-10 23:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-09 05:00:00","2024-08-09 21:10:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-08 17:00:00","2024-08-08 18:10:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-07 19:50:00","2024-08-07 21:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-06 20:10:00","2024-08-06 22:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-04 01:10:00","2024-08-04 18:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-03 19:30:00","2024-08-03 23:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-08-02 16:30:00","2024-08-02 21:20:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-31 02:50:00","2024-07-31 18:10:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-30 11:40:00","2024-07-30 22:00:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-28 09:50:00","2024-07-28 23:40:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-27 16:40:00","2024-07-27 23:00:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-26 14:50:00","2024-07-26 21:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-24 17:00:00","2024-07-24 23:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-23 02:00:00","2024-07-23 21:20:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-22 00:00:00","2024-07-22 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-21 00:00:00","2024-07-21 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-20 00:00:00","2024-07-20 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-19 00:00:00","2024-07-19 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-18 00:00:00","2024-07-18 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-17 01:00:00","2024-07-17 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-16 00:20:00","2024-07-16 23:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-15 00:00:00","2024-07-15 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-14 12:50:00","2024-07-14 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-12 00:40:00","2024-07-12 14:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-11 15:50:00","2024-07-11 23:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-08 16:20:00","2024-07-08 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-06 00:50:00","2024-07-06 21:30:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-02 18:50:00","2024-07-02 20:00:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-07-01 00:00:00","2024-07-01 23:40:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-30 18:00:00","2024-06-30 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-28 00:00:00","2024-06-28 20:40:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-27 02:50:00","2024-06-27 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-26 00:00:00","2024-06-26 20:20:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-25 17:00:00","2024-06-25 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-24 00:00:00","2024-06-24 18:40:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-23 00:00:00","2024-06-23 23:50:00","发电机非驱动端轴承温升异常"
"昆头岭风电场","b7a5qrac","#79","c96wRoPU","昆头岭Ⅲ期","VNyTeDEw","2024-06-22 00:00:00","2024-06-22 23:50:00","发电机非驱动端轴承温升异常"
